0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000
0.0063, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000
0.0126, 0.9999, 1.0000, 0.0000, 0.0000, 0.0000
0.0189, 0.9998, 1.0000, 0.0000, 0.0000, 0.0000
0.0252, 0.9997, 1.0000, 0.0000, 0.0000, 0.0000
0.0314, 0.9995, 1.0000, 0.0000, 0.0000, 0.0000
0.0377, 0.9993, 1.0000, 0.0000, 0.0000, 0.0000
0.0440, 0.9990, 1.0000, 0.0000, 0.0000, 0.0000
0.0503, 0.9987, 1.0000, 0.0000, 0.0000, 0.0000
0.0566, 0.9984, 1.0000, 0.0000, 0.0000, 0.0000
0.0629, 0.9980, 1.0000, 0.0000, 0.0000, 0.0000
0.0691, 0.9976, 1.0000, 0.0000, 0.0000, 0.0000
0.0754, 0.9972, 1.0000, 0.0000, 0.0000, 0.0000
0.0817, 0.9967, 1.0000, 0.0000, 0.0000, 0.0000
0.0879, 0.9961, 1.0000, 0.0000, 0.0000, 0.0000
0.0942, 0.9956, 1.0000, 0.0000, 0.0000, 0.0000
0.1005, 0.9949, 1.0000, 0.0000, 0.0000, 0.0000
0.1067, 0.9943, 1.0000, 0.0000, 0.0000, 0.0000
0.1130, 0.9936, 1.0000, 0.0000, 0.0000, 0.0000
0.1192, 0.9929, 1.0000, 0.0000, 0.0000, 0.0000
0.1255, 0.9921, 1.0000, 0.0000, 0.0000, 0.0000
0.1317, 0.9913, 1.0000, 0.0000, 0.0000, 0.0000
0.1379, 0.9904, 1.0000, 0.0000, 0.0000, 0.0000
0.1442, 0.9896, 1.0000, 0.0000, 0.0000, 0.0000
0.1504, 0.9886, 1.0000, 0.0000, 0.0000, 0.0000
0.1566, 0.9877, 1.0000, 0.0000, 0.0000, 0.0000
0.1628, 0.9867, 1.0000, 0.0000, 0.0000, 0.0000
0.1690, 0.9856, 1.0000, 0.0000, 0.0000, 0.0000
0.1752, 0.9845, 1.0000, 0.0000, 0.0000, 0.0000
0.1814, 0.9834, 1.0000, 0.0000, 0.0000, 0.0000
0.1876, 0.9823, 1.0000, 0.0000, 0.0000, 0.0000
0.1937, 0.9811, 1.0000, 0.0000, 0.0000, 0.0000
0.1999, 0.9798, 1.0000, 0.0000, 0.0000, 0.0000
0.2061, 0.9785, 1.0000, 0.0000, 0.0000, 0.0000
0.2122, 0.9772, 1.0000, 0.0000, 0.0000, 0.0000
0.2184, 0.9759, 1.0000, 0.0000, 0.0000, 0.0000
0.2245, 0.9745, 1.0000, 0.0000, 0.0000, 0.0000
0.2306, 0.9730, 1.0000, 0.0000, 0.0000, 0.0000
0.2367, 0.9716, 1.0000, 0.0000, 0.0000, 0.0000
0.2428, 0.9701, 1.0000, 0.0000, 0.0000, 0.0000
0.2489, 0.9685, 1.0000, 0.0000, 0.0000, 0.0000
0.2550, 0.9669, 1.0000, 0.0000, 0.0000, 0.0000
0.2611, 0.9653, 1.0000, 0.0000, 0.0000, 0.0000
0.2672, 0.9637, 1.0000, 0.0000, 0.0000, 0.0000
0.2732, 0.9620, 1.0000, 0.0000, 0.0000, 0.0000
0.2793, 0.9602, 1.0000, 0.0000, 0.0000, 0.0000
0.2853, 0.9584, 1.0000, 0.0000, 0.0000, 0.0000
0.2913, 0.9566, 1.0000, 0.0000, 0.0000, 0.0000
0.2973, 0.9548, 1.0000, 0.0000, 0.0000, 0.0000
0.3033, 0.9529, 1.0000, 0.0000, 0.0000, 0.0000
0.3093, 0.9510, 1.0000, 0.0000, 0.0000, 0.0000
0.3153, 0.9490, 1.0000, 0.0000, 0.0000, 0.0000
0.3213, 0.9470, 1.0000, 0.0000, 0.0000, 0.0000
0.3272, 0.9450, 1.0000, 0.0000, 0.0000, 0.0000
0.3331, 0.9429, 1.0000, 0.0000, 0.0000, 0.0000
0.3391, 0.9408, 1.0000, 0.0000, 0.0000, 0.0000
0.3450, 0.9386, 1.0000, 0.0000, 0.0000, 0.0000
0.3509, 0.9364, 1.0000, 0.0000, 0.0000, 0.0000
0.3568, 0.9342, 1.0000, 0.0000, 0.0000, 0.0000
0.3626, 0.9319, 1.0000, 0.0000, 0.0000, 0.0000
0.3685, 0.9296, 1.0000, 0.0000, 0.0000, 0.0000
0.3743, 0.9273, 1.0000, 0.0000, 0.0000, 0.0000
0.3801, 0.9249, 1.0000, 0.0000, 0.0000, 0.0000
0.3859, 0.9225, 1.0000, 0.0000, 0.0000, 0.0000
0.3917, 0.9201, 1.0000, 0.0000, 0.0000, 0.0000
0.3975, 0.9176, 1.0000, 0.0000, 0.0000, 0.0000
0.4033, 0.9151, 1.0000, 0.0000, 0.0000, 0.0000
0.4090, 0.9125, 1.0000, 0.0000, 0.0000, 0.0000
0.4148, 0.9099, 1.0000, 0.0000, 0.0000, 0.0000
0.4205, 0.9073, 1.0000, 0.0000, 0.0000, 0.0000
0.4262, 0.9046, 1.0000, 0.0000, 0.0000, 0.0000
0.4319, 0.9019, 1.0000, 0.0000, 0.0000, 0.0000
0.4375, 0.8992, 1.0000, 0.0000, 0.0000, 0.0000
0.4432, 0.8964, 1.0000, 0.0000, 0.0000, 0.0000
0.4488, 0.8936, 1.0000, 0.0000, 0.0000, 0.0000
0.4544, 0.8908, 1.0000, 0.0000, 0.0000, 0.0000
0.4600, 0.8879, 1.0000, 0.0000, 0.0000, 0.0000
0.4656, 0.8850, 1.0000, 0.0000, 0.0000, 0.0000
0.4711, 0.8821, 1.0000, 0.0000, 0.0000, 0.0000
0.4767, 0.8791, 1.0000, 0.0000, 0.0000, 0.0000
0.4822, 0.8761, 1.0000, 0.0000, 0.0000, 0.0000
0.4877, 0.8730, 1.0000, 0.0000, 0.0000, 0.0000
0.4932, 0.8699, 1.0000, 0.0000, 0.0000, 0.0000
0.4986, 0.8668, 1.0000, 0.0000, 0.0000, 0.0000
0.5041, 0.8637, 1.0000, 0.0000, 0.0000, 0.0000
0.5095, 0.8605, 1.0000, 0.0000, 0.0000, 0.0000
0.5149, 0.8572, 1.0000, 0.0000, 0.0000, 0.0000
0.5203, 0.8540, 1.0000, 0.0000, 0.0000, 0.0000
0.5256, 0.8507, 1.0000, 0.0000, 0.0000, 0.0000
0.5310, 0.8474, 1.0000, 0.0000, 0.0000, 0.0000
0.5363, 0.8440, 1.0000, 0.0000, 0.0000, 0.0000
0.5416, 0.8406, 1.0000, 0.0000, 0.0000, 0.0000
0.5469, 0.8372, 1.0000, 0.0000, 0.0000, 0.0000
0.5521, 0.8338, 1.0000, 0.0000, 0.0000, 0.0000
0.5574, 0.8303, 1.0000, 0.0000, 0.0000, 0.0000
0.5626, 0.8267, 1.0000, 0.0000, 0.0000, 0.0000
0.5678, 0.8232, 1.0000, 0.0000, 0.0000, 0.0000
0.5729, 0.8196, 1.0000, 0.0000, 0.0000, 0.0000
0.5781, 0.8160, 1.0000, 0.0000, 0.0000, 0.0000
0.5832, 0.8123, 1.0000, 0.0000, 0.0000, 0.0000
0.5883, 0.8086, 1.0000, 0.0000, 0.0000, 0.0000
0.5934, 0.8049, 1.0000, 0.0000, 0.0000, 0.0000
0.5984, 0.8012, 1.0000, 0.0000, 0.0000, 0.0000
0.6034, 0.7974, 1.0000, 0.0000, 0.0000, 0.0000
0.6084, 0.7936, 1.0000, 0.0000, 0.0000, 0.0000
0.6134, 0.7898, 1.0000, 0.0000, 0.0000, 0.0000
